well_id,wellbore_id,independent_well_group,timestamp,md,tvd,rop,wob,rpm,torque,hookload,spp,flow_in,mud_density
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:00:00,687.2700594236812,652.9091304517506,64.99416844015319,16.16929607808225,120.20513328541085,25.200566627680107,143.90050044736952,2396.8373010889372,795.5479591397549,1.2001500898110486
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:02:00,688.2706407415551,653.850597889403,63.90699300365974,12.241683206472562,116.99242957083216,18.783510801027752,143.09271899593946,2442.307368800731,801.2427844870285,1.200332870550044
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:05:00,689.2712220594289,654.7973651103225,66.32282668101486,10.481395646776837,121.09778582080234,17.674283311754646,151.78955136355373,2409.875272335813,801.95169028669,1.2023681822164896
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:09:00,690.2718033773027,655.7425682063148,62.12673162666991,15.524641403050893,120.16988764138407,22.792100568318492,141.83959255715953,2387.0495293946938,792.6514844602764,1.203902500425068
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:12:00,691.2723846951766,656.7017011917557,59.89507267862177,13.82167783257364,120.47419953750665,20.941611913976338,136.57833245511722,2380.6184377372856,797.0962974248652,1.2043267611495427
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:15:00,692.2729660130503,657.6481233439126,64.25536392912252,13.18299617696276,117.66630492884191,19.07259970811481,134.26606866045225,2380.5679170572394,797.4925201149074,1.2040305589461218
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:18:00,693.2735473309242,658.6036574817376,60.769817931715856,16.140563853933187,119.27004848069505,24.458346673612667,141.9307290518511,2400.7014259564844,798.1058930541286,1.2033001494312898
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:20:00,694.2741286487981,659.5743117261936,0.0,0.0,0.0,0.0,144.44601036585684,243.53630720473066,80.41543989353555,1.2048809581355553
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:23:00,695.2747099666718,660.5374925936188,64.69978588391328,13.507750523006958,121.74040894444832,19.83182023909244,144.92301790928863,2451.0142583085426,796.1197460042918,1.2053095056969076
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:26:00,696.2752912845457,661.4836526970304,64.59754671922089,16.464783616683576,117.36549998914079,24.719059283643034,138.37752897286933,2419.024570555365,804.3214161685504,1.2044523422003008
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:29:00,697.2758726024196,662.4307405700806,63.28373915627052,13.715021539052467,116.4805007456253,19.827990642117978,144.33971127053243,2414.8494920978765,807.5015037960144,1.204391872798216
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:33:00,698.2764539202933,663.3858460186563,57.655960821396846,16.930686232137635,118.65642178677467,25.35751239402762,138.33882808623153,2387.726093438791,798.5962166553658,1.2054956198105016
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:36:00,699.2770352381672,664.3197116435663,60.80469320083798,16.0865620836158,120.2869913905496,24.549468043078594,134.4158896161092,2375.8171033585363,796.3199371002137,1.205357291021538
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:38:00,700.277616556041,665.2616430405964,66.79627396082668,15.843085159657154,119.85640250677908,25.679620021367388,141.2148474385353,2427.993244498974,800.9368216824246,1.2053070939418378
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:41:00,701.2781978739148,666.2171244010577,0.0,0.0,0.0,0.0,144.095457644695,238.68563930130068,79.68601452071609,1.2046804442955779
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:45:00,702.2787791917887,667.1664335190763,58.989145055131004,19.84112919386248,120.01106845027873,30.59476150485697,139.86595408633127,2469.7281898596716,802.3924584501664,1.2056610503945084
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:48:00,703.2793605096624,668.1363371339304,61.820106633248564,17.686397989382282,118.42259375443616,30.362011676050916,144.25107739730865,2443.7052066759725,805.7642000042111,1.2054400984995801
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:51:00,704.2799418275363,669.0807049593608,63.89092847502976,19.244753866198952,119.84479589252119,30.82413481280436,139.52261441101058,2424.3172435886277,795.7438379069172,1.2040725587118646
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:54:00,705.2805231454101,670.0207888214787,63.8507535681786,17.800568985702903,119.785822319832,28.80995514884558,141.1685162565189,2449.8628545757065,805.8198259977893,1.2039741403413053
SYN-F01,SYN-F01,SYN-F01,2023-01-11 00:58:00,706.2811044632839,670.9624448975723,59.58079869693995,18.92112286723762,118.65535241110771,30.588065512085144,145.18161163746043,2460.00185084924,798.7854947071745,1.2045152331895557
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:00:00,707.2816857811578,671.9131375549244,60.50435701354821,16.46750664117689,121.75835166532785,28.6062237287642,135.94746642186252,2479.1322817848345,804.9285074636922,1.2056079589613828
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:02:00,708.2822670990316,672.8620815100429,59.502590358685644,19.687348426651567,119.54309101198729,31.172254568320238,134.54592703374934,2467.7146705833875,799.2930714250446,1.20588651575681
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:06:00,709.2828484169054,673.8349373585113,60.1488827711226,18.564430275239136,119.87003816800498,29.03910299487389,131.1833894217343,2424.937637164998,800.7796626310612,1.2062989698622235
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:09:00,710.2834297347792,674.7814984533062,65.03014088647939,16.40986788003525,122.41105011644686,27.363119603490635,141.38879609174484,2416.3612127065394,799.2773011327508,1.205568845059337
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:12:00,711.2840110526531,675.7325951509201,58.89061806229081,12.274514651352538,114.99899470228034,19.541141839294117,138.6448793978753,2425.0060490323954,797.7883361675109,1.2052095689061253
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:14:00,712.2845923705269,676.6919892210522,58.5814840840467,13.188257558042087,113.93235469379766,20.634303257137866,140.61911486397958,2407.8990460364275,803.768929415931,1.2049898947051094
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:18:00,713.2851736884007,677.6414616674189,58.626000617257816,14.978237751431376,121.2690703045948,23.617024257649557,147.82588548168042,2423.0417347884063,798.2650976815627,1.204638412820738
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:21:00,714.2857550062746,678.5975699892415,67.00214517642546,15.415665414228528,120.37037032255071,25.13531754935267,136.02332513861853,2404.1288772263574,802.2116129573955,1.2043825291693786
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:23:00,715.2863363241484,679.5520713075811,0.0,0.0,0.0,0.0,143.84869067072847,238.67075719135755,80.14622243557999,1.202609880887285
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:26:00,716.2869176420222,680.5109956097876,71.29475662795232,13.656063400071742,123.25084418249834,21.251423634519483,139.92610888687437,2378.3675237506386,796.8153279128377,1.2024952826989288
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:30:00,717.2874989598961,681.4474690800639,64.49157232306585,14.321923679291219,123.37603372656247,20.945005817440748,136.84518827413484,2417.6423056494164,806.1304848533811,1.2018447230336704
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:33:00,718.2880802777698,682.4060998261804,60.915913061650784,11.86781508512212,115.42933210011114,18.949934334699883,151.2039298319373,2422.024817777015,794.9320902202767,1.2019943458452687
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:35:00,719.2886615956437,683.355269241714,0.0,0.0,0.0,0.0,132.56859886592483,247.5270578316182,80.80107347109876,1.2004497589858143
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:39:00,720.2892429135176,684.3076932795476,65.16824647391023,14.971142021954034,123.66974746664216,21.690011392307568,145.29880317246457,2410.656927720897,800.5883971256651,1.201493439572793
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:41:00,721.2898242313913,685.2543789501725,59.02110327392273,12.923615804542699,120.13340644545964,18.992254978595287,137.71753350460153,2405.3335688443694,801.2584137471051,1.2000573632819311
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:44:00,722.2904055492652,686.2215216894507,61.108526061886806,17.031149157198186,121.05083348515866,28.963212854564606,139.54083254743838,2420.2638655983023,800.6653401903131,1.2009103494289413
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:48:00,723.290986867139,687.1516032501199,59.975829440501286,16.560144746805324,117.95180479079809,26.032649322840143,131.53296680001074,2403.626611251056,806.99564433049,1.198810579633196
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:51:00,724.2915681850128,688.1161486719631,64.5320063308116,18.220163081746602,120.8463267477828,29.75406368729007,140.27581456690086,2455.5575470278864,801.5502861571912,1.1994172255184832
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:54:00,725.2921495028867,689.0599108527313,63.26966682934908,17.200152558093485,121.68669393109593,27.978508875818456,130.29773903040564,2418.4892629105007,798.6113414599666,1.1990029659199666
SYN-F01,SYN-F01,SYN-F01,2023-01-11 01:55:00,726.2927308207605,690.0257529560572,64.38425255891401,15.583750721927782,120.02277351750443,25.44069269188003,144.85858464610848,2469.195212013812,804.8604390557352,1.1991351128843486
SYN-F01,SYN-F01,SYN-F01,2023-01-11 02:00:00,727.2933121386343,690.9885173676698,56.84195070023946,18.040248488809905,118.54614768182387,30.53687523825454,143.86365352936105,2413.6736878274887,796.3231395142182,1.197372977822047
SYN-F01,SYN-F01,SYN-F01,2023-01-11 02:02:00,728.2938934565082,691.9492195048178,64.5311674411357,17.393086475918356,123.65177726974231,29.284731916217723,138.57230848816312,2468.304649336819,803.2295685179116,1.198833705103753
SYN-F01,SYN-F01,SYN-F01,2023-01-11 02:05:00,729.294474774382,692.9080530566215,66.28131113742874,18.160773208918073,121.95177996765634,29.843706895302436,135.1961579767875,2420.0398489161366,797.8795545914743,1.199648718922973
SYN-F01,SYN-F01,SYN-F01,2023-01-11 02:08:00,730.2950560922558,693.8812682356837,0.0,0.0,0.0,0.0,134.32466067397627,245.02965633286928,79.54248804201247,1.1994903636797971
SYN-F01,SYN-F01,SYN-F01,2023-01-11 02:11:00,731.2956374101296,694.8258709309625,61.491506002700106,16.643380999177555,121.73000630687271,27.311662392124287,133.05548361085826,2444.4283730486004,802.7008697185393,1.2015160011379018
